,qid,question,options,answer,correct_option,format,rule,response_option
45,16756,"The alteration that is characterized because the person says that he perceives himself in outer space, is called:","{'0': 'Autoscopy', '1': 'Extracampina hallucination.', '2': 'Sense of presence', '3': 'Illusion of the double.'}",Autoscopy,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Alteration', 'R3': 'leads to', 'B': 'Extracampina hallucination'},
    },
}
```",Rule1,1
46,16771,"65-year-old woman, abdominal magnetic resonance angiography presented under figure, most likely referring to the arrow Why?","{'0': 'Uterine fibroids', '1': 'Endometrial cancer', '2': 'Adenomyosis', '3': 'Cervical Cancer'}",Cervical Cancer,3,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Uterine fibroids', 'R3': 'leads to', 'B': 'abnormal findings on abdominal magnetic resonance angiography'},
    },
}
```",Rule1,0
47,16789,Thiamin deficiency affects:,"{'0': 'The synthesis of glyceraldehyde 3-phosphate (GAP) from 1,3-bisphosphoglycerate (BPG).', '1': 'The activity of acyl-CoA dehydrogenase.', '2': 'The oxidation of pyruvate.', '3': 'The Dalmatians, but not the humans.'}",The oxidation of pyruvate.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Thiamin deficiency', 'R4': 'affects', 'B': 'The oxidation of pyruvate'},
    },
}
```",Rule1,2
48,16795,Most common cause of overcontoured crown restorations:,"{'0': 'Technician adds more bulk', '1': 'Under preparation of tooth', '2': 'Over preparation of tooth', '3': 'Oversized die'}",Under preparation of tooth,1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Under preparation of tooth', 'R1': 'cause', 'B': 'overcontoured crown restorations'},
    },
}
```",Rule1,1
49,16841,"A 42-year-old woman comes to the emergency department because of a 2-day history of right upper abdominal pain and nausea. She is 163 cm (5 ft 4 in) tall and weighs 91 kg (200 lb); her BMI is 34 kg/m2. Her temperature is 38.5°C (101.3°F). Physical examination shows a distended abdomen and right upper quadrant tenderness with normal bowel sounds. Laboratory studies show:
Leukocyte count 14,000/mm3
Serum
Total bilirubin 1.1 mg/dL
AST 32 U/L
ALT 40 U/L
Alkaline phosphatase 68 U/L
Abdominal ultrasonography is performed, but the results are inconclusive. Cholescintigraphy shows the intrahepatic bile ducts, hepatic ducts, common bile duct, and proximal small bowel. Which of the following is the most likely cause of this patient's symptoms?""","{'0': 'Autodigestion of pancreatic parenchyma', '1': 'Fistula between the gallbladder and small intestine', '2': 'Infection with a hepatotropic virus', '3': 'Obstruction of the cystic duct'}",Obstruction of the cystic duct,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Obstruction of the cystic duct', 'R3': 'leads to', 'B': ""patient's symptoms""},
    },
}
```",Rule1,3
50,16859,"6 high ratio of kidney disease in Taiwan, Wang impaired renal function (GFR 25 ~ 40 mL / min) patients will be total hip replacement surgery, the following considerations related to anesthesia, what's wrong?
","{'0': 'After the surgery is an important factor in kidney failure patients low blood volume', '1': 'Renal dysfunction, it should be given absolute limit water', '2': 'mannitol and diuretics (furosemide) help the little patient with acute renal failure', '3': 'Catheter should be placed, and intraoperative monitoring of urine output, to be greater than 0.5 mL / kg / h'}","Renal dysfunction, it should be given absolute limit water",1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Renal dysfunction', 'R3': 'leads to', 'B': 'absolute limit water'},
    },
}
```",Rule1,1
51,16860,"A 49-year-old man comes to the physician because of a 1-week history of diarrhea and abdominal bloating. His stools are bulky, foul-smelling, and difficult to flush. Over the past 6 months, he has had recurrent dull epigastric pain that is triggered by meals and lasts for a few days. He drinks 6 to 8 beers daily. Abdominal examination shows mild epigastric tenderness with no rebound or guarding. A CT scan of the abdomen is shown. The structure indicated by the arrows is most likely lined by which of the following?","{'0': 'Simple ductal epithelium', '1': 'Granulation tissue', '2': 'Pyogenic membrane', '3': 'Columnar mucinous epithelium'}",Granulation tissue,1,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Chronic alcohol use', 'R3': 'leads to', 'B': 'Pancreatic pseudocyst lined by columnar mucinous epithelium'},
    },
}
```",Rule1,3
52,16876,"A 42-year-old African American female presents to your clinic complaining of excessive thirst and urination. She reports that these symptoms began one week ago, and they have been affecting her ability to work as a schoolteacher. Labs are drawn and are listed below.

Serum:
Na+: 145 mEq/L
Cl-: 101 mEq/L
K+: 4.4 mEq/L
HCO3-: 25 mEq/L
Urea nitrogen: 24 mg/dL
Glucose: 115 mg/dL
Creatinine: 0.7 mg/dL
Hemoglobin: 10.5 g/dL
Hematocrit: 25%
Leukocyte count: 11,000/mm^3
Platelets: 200,000/mm^3

Urine:
Specific gravity: 1.006
Epithelial cells: 5/hpf
Glucose: negative
Protein: 20 mg/dL
RBC: 6/hpf
WBC: 1/hpf
Leukocyte esterase: negative
Nitrites: negative
Bacterial: none

A water deprivation test is performed with the following results:

Serum osmolality: 305 mOsm/kg
Urine osmolality: 400 mOsm/kg
Urine specific gravity: 1.007

Desmopressin is administered, and the patient's urine osmolality increases to 490 mOsm/kg. The patient's antidiuretic hormone is measured and is within normal limits. Which of the following may be associated with this patient’s condition?","{'0': 'Coarse tremor', '1': 'Auditory hallucinations', '2': 'Amenorrhea', '3': 'Dactylitis'}",Dactylitis,3,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Antidiuretic hormone deficiency', 'R3': 'leads to', 'B': 'Amenorrhea'},
    },
}
```",Rule1,2
53,16882,Median rhomboid glossitis is associated with:,"{'0': 'Burning mouth syndrome', '1': 'Fungal infection', '2': 'Bacterial infection', '3': 'Absence of filiform papillae'}",Absence of filiform papillae,3,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Median rhomboid glossitis', 'R10': 'associated with', 'B': 'Fungal infection'},
    },
}
```",Rule1,1
54,16897,Question linked to image nº28 A meta-analysis of two studies comparing a new anticoagulant versus acenocoumarol is performed. The results are shown in the image. Point out the correct answer:,"{'0': 'A fixed-effect model has been used, and that is why the study with the smallest number of patients carries more weight in the meta-analysis.', '1': 'A fixed-effect model has been used, although it is not the most appropriate in this case, since there is significant heterogeneity between the studies.', '2': 'A fixed effect model has been used, and the P value of heterogeneity (P = 0.02) indicates that the new anticoagulant is superior to acenocoumarol.', '3': 'The 95% confidence interval for the combined result (total) (0.40-0.95) is broader than what would have been obtained using a random-effects model.'}","A fixed-effect model has been used, although it is not the most appropriate in this case, since there is significant heterogeneity between the studies.",1,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'significant heterogeneity between the studies', 'R3': 'leads to', 'B': 'fixed-effect model not being the most appropriate'},
    },
}
```",Rule1,1
55,16906,"A 7-year-old girl is brought to the physician because of a slightly itchy rash that first appeared 3 days ago. Her mother says she has also been complaining of headaches and achy muscles since yesterday evening. The girl went on a camping trip for school 10 days ago. She recalls being bitten several times by mosquitoes. She has a history of atopic dermatitis. She lives in Massachusetts with both parents and her 4-year-old sister. Her temperature is 39°C (102.2°F). Physical examination shows a 3-cm, nontender rash on her left upper torso. A photograph of the rash is shown. There are also multiple 5 to 8-mm erythematous papules over the lower legs and forearms. Which of the following is the most appropriate pharmacotherapy?","{'0': 'Amoxicillin', '1': 'Ceftriaxone', '2': 'Penicillin G', '3': 'Azithromycin'}",Amoxicillin,0,"```json
{
    'option': 1,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Mosquito bites', 'R3': 'leads to', 'B': 'appropriate pharmacotherapy with Ceftriaxone'},
    },
}
```",Rule1,1
56,16914,"A 52-year-old woman presents to her primary care physician because she has been feeling pain in her right leg. Specifically, she says that an area on her right thigh has been feeling tender and swollen over the past few weeks. Her past medical history is significant for obesity, poorly controlled diabetes, and hypertension. She also has been taking estrogen replacement therapy and drinking alcohol to cope with her symptoms of menopause. Her family history is significant for cardiomyopathy. On physical exam, there is erythema and edema along a cord-like lesion in her thigh. This lesion feels thick and hardened on palpation and is tender to the touch. She is started on compression therapy as well as NSAIDs for pain management. Which of the following characteristics of this patient most likely increased her risk for this disorder?","{'0': 'Alcohol use', '1': 'Diabetes', '2': 'Estrogen therapy', '3': 'Hypertension'}",Estrogen therapy,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Estrogen therapy', 'R11': 'increase the risk of', 'B': 'thrombophlebitis'},
    },
}
```",Rule1,2
57,16935,Most common cause of iron deficiency in elderly,"{'0': 'Decreased absorption of iron', '1': 'Nutritional deficiency', '2': 'Gastric bleeding/ hemorrhage', '3': 'Achlorhydria'}",Gastric bleeding/ hemorrhage,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Gastric bleeding/ hemorrhage', 'R1': 'cause', 'B': 'iron deficiency'},
    },
}
```",Rule1,2
58,16944,"A 72-year-old patient, taking oral hypoglycemic agents for many years, most recently five days because of ""cold"" to become sleepy, sent by their families to emergency medical treatment, when arrival at the hospital, blood pressure of 120/80 mmHg, no abnormal findings on neurological examination , laboratory data as follows: WBC: 14,500 / mm3, ketone:","{'0': 'NPH insulin 20 units injected subcutaneously', '1': '0.9% NaCl 3000 mL infusion', '2': 'Antibiotic-containing treatment', '3': '7% sodium bicarbonate 40 mL intravenous'}",0.9% NaCl 3000 mL infusion,1,"```json
{
    ""option"": 1,
    {
        ""conversion_rule"": ""Rule1"",
        ""value"": {""A"": ""cold"", ""R3"": ""leads to"", ""B"": ""increased WBC count""}
    }
}
```",Rule1,1
59,16953,Most common cause of lobar hemorrhage in elderly age group ?,"{'0': 'Hypeension', '1': 'Vascular malformation', '2': 'Coagulopathy', '3': 'Amyloid angiopathy'}",Amyloid angiopathy,3,"```json
{
    'option': 3,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Amyloid angiopathy', 'R1': 'cause', 'B': 'lobar hemorrhage in elderly age group'},
    },
}
```",Rule1,3
60,16970,Bacteria associated with caries are able to cause the same due to:,"{'0': 'Production of extxacellular polysaccharides like dextrans and levans', '1': 'Production of acid to hydrolyse diet carbohydrates', '2': 'Production of enzymes which inhibit normal flora', '3': 'Inhibition of secretory IgA'}",Production of extxacellular polysaccharides like dextrans and levans,0,"```json
{
    'option': 0,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Bacteria', 'R3': 'cause', 'B': 'caries'},
    },
}
```",Rule1,0
61,16988,"Question linked to image nº22 A 68-year-old woman on chronic treatment due to polymyalgia rheumatica. Go to the consultation for right inguinal pain radiating to the anteromedial face of the proximal third of the thigh, of insidious onset and without causal trauma. It is a continuous but increasing pain. It gets worse with the standing. Simple RX is done in which slight symmetrical degenerative changes are observed in both hips, without loss of the joint interline in the painful hip. An MRI is performed. Which diagnosis do you consider most likely?","{'0': 'Acute osteomyelitis', '1': 'Hip arthrosis.', '2': 'Avascular necrosis of the femoral head.', '3': 'Osteosarcoma.'}",Avascular necrosis of the femoral head.,2,"```json
{
    'option': 2,
    {
        'conversion_rule': 'Rule1',
        'value': {'A': 'Chronic treatment due to polymyalgia rheumatica', 'R3': 'leads to', 'B': 'Avascular necrosis of the femoral head'},
    },
}
```",Rule1,2
